date,team,opponent,is_home,xg,xgot,xa,possession_pct,total_shots,shots_on_target,shots_off_target,blocked_shots,shots_inside_box,shots_outside_box,big_chances,corners,passes,long_passes,final_third_passes,crosses,fouls,tackles,duels_won,clearances,interceptions,goalkeeper_saves,xgot_faced,goals_prevented,pass_accuracy
2022-01-18,Senegal,Malawi,0,,,,78.0,10.0,3.0,6.0,1.0,,,,5.0,470.0,,,,11.0,,,,,0.0,,,83.40425531914893
2022-01-25,Senegal,Cape Verde,0,,,,36.0,2.0,1.0,1.0,0.0,,,,1.0,226.0,,,,14.0,,,,,2.0,,,65.929203539823
2022-01-30,Senegal,Equatorial Guinea,0,,,,56.0,7.0,2.0,3.0,2.0,,,,1.0,396.0,,,,19.0,,,,,2.0,,,82.07070707070707
2022-02-02,Senegal,Burkina Faso,0,,,,52.0,18.0,7.0,5.0,6.0,,,,5.0,359.0,,,,10.0,,,,,2.0,,,86.0724233983287
2022-02-06,Senegal,Egypt,0,,,,43.0,7.0,3.0,3.0,1.0,,,,4.0,404.0,,,,30.0,,,,,8.0,,,76.48514851485149
2022-03-25,Senegal,Egypt,0,,,,55.0,4.0,1.0,3.0,,,,,4.0,,,,,,,,,,1.0,,,
2022-03-29,Senegal,Egypt,0,,,,41.0,5.0,1.0,4.0,,,,,2.0,,,,,,,,,,9.0,,,
2022-06-04,Senegal,Benin,0,,,,39.0,6.0,2.0,4.0,0.0,,,,3.0,332.0,,,,17.0,,,,,7.0,,,82.2289156626506
2022-06-07,Senegal,Rwanda,0,,,,74.0,15.0,5.0,7.0,3.0,,,,5.0,511.0,,,,10.0,,,,,0.0,,,84.73581213307241
2022-07-13,Senegal,Eswatini,0,,,,49.0,11.0,4.0,7.0,,,,,0.0,,,,,,,,,,5.0,,,
2022-07-15,Senegal,Zambia,1,,,,47.0,10.0,6.0,4.0,,,,,4.0,,,,,,,,,,2.0,,,
2022-07-17,Senegal,Mozambique,0,,,,53.0,12.0,4.0,8.0,,,,,6.0,,,,,,,,,,2.0,,,
2022-11-21,Senegal,Netherlands,0,,,,53.0,9.0,3.0,5.0,1.0,,,,7.0,438.0,,,,13.0,,,,,3.0,,,85.38812785388129
2022-11-25,Senegal,Qatar,0,,,,55.0,12.0,4.0,6.0,2.0,,,,7.0,511.0,,,,12.0,,,,,1.0,,,87.08414872798434
2022-11-29,Senegal,Ecuador,0,,,,39.0,15.0,5.0,8.0,2.0,,,,6.0,269.0,,,,11.0,,,,,3.0,,,73.60594795539033
2022-12-04,Senegal,England,0,,,,39.0,10.0,2.0,6.0,2.0,,,,3.0,393.0,,,,12.0,,,,,1.0,,,81.42493638676844
2023-01-14,Senegal,Cote d Ivoire,0,,,,52.0,15.0,5.0,8.0,2.0,,,,8.0,353.0,,,,13.0,,,,,3.0,,,72.23796033994334
2023-01-18,Senegal,Uganda,1,,,,62.0,18.0,4.0,12.0,2.0,,,,5.0,410.0,,,,7.0,,,,,0.0,,,74.14634146341463
2023-01-22,Senegal,D R Congo,0,,,,49.0,10.0,4.0,5.0,1.0,,,,6.0,349.0,,,,10.0,,,,,2.0,,,65.32951289398281
2023-01-27,Senegal,Mauritania,0,,,,62.0,18.0,3.0,6.0,9.0,,,,8.0,341.0,,,,13.0,,,,,0.0,,,71.5542521994135
2023-01-31,Senegal,Madagascar,0,,,,57.0,7.0,0.0,4.0,3.0,,,,2.0,476.0,,,,17.0,,,,,4.0,,,75.63025210084034
2023-02-04,Senegal,Algeria,0,,,,48.0,13.0,1.0,9.0,3.0,,,,7.0,407.0,,,,19.0,,,,,3.0,,,72.97297297297297
2023-03-24,Senegal,Mozambique,0,,,,42.0,8.0,4.0,3.0,1.0,,,,2.0,393.0,,,,11.0,,,,,3.0,,,84.47837150127226
2023-03-28,Senegal,Mozambique,0,,,,55.0,12.0,5.0,6.0,1.0,,,,6.0,434.0,,,,14.0,,,,,2.0,,,77.64976958525345
2023-06-17,Senegal,Benin,0,,,,57.0,12.0,1.0,11.0,,,,,6.0,,,,,14.0,,,,,0.0,,,
2023-06-20,Senegal,Brazil,0,,,,37.0,13.0,7.0,4.0,2.0,,,,3.0,,,,,18.0,,,,,2.0,,,
2023-09-09,Senegal,Rwanda,0,,,,57.0,11.0,2.0,9.0,,,,,10.0,,,,,10.0,,,,,1.0,,,
2023-10-16,Senegal,Cameroon,0,,,,46.0,8.0,2.0,3.0,3.0,,,,5.0,,,,,10.0,,,,,2.0,,,
2023-11-18,Senegal,South Sudan,1,,,,67.0,25.0,10.0,12.0,3.0,,,,5.0,,,,,9.0,,,,,1.0,,,
2023-11-21,Senegal,Togo,1,,,,53.0,15.0,3.0,10.0,2.0,,,,1.0,,,,,12.0,,,,,3.0,,,
2024-01-15,Senegal,Gambia,0,0.98,,,31.0,12.0,2.0,10.0,,,,,4.0,,,,,14.0,,,,,3.0,,,
2024-01-19,Senegal,Cameroon,0,0.43,,,53.0,6.0,1.0,2.0,3.0,,,,9.0,376.0,,,,14.0,,,,4.0,0.0,,,81.38297872340425
2024-01-23,Senegal,Guinea,0,1.64,,,49.0,12.0,2.0,4.0,6.0,,,,6.0,371.0,,,,15.0,,,,8.0,1.0,,,80.86253369272237
2024-01-29,Senegal,Cote d Ivoire,0,1.21,,,57.0,8.0,4.0,2.0,2.0,,,,2.0,579.0,,,,26.0,,,,8.0,3.0,,,83.7651122625216
2024-03-22,Senegal,Gabon,0,,,,36.0,1.0,0.0,1.0,,,,,4.0,,,,,,,,,,0.0,,,
2024-03-26,Senegal,Benin,0,,,,32.0,2.0,1.0,1.0,,,,,2.0,,,,,,,,,,1.0,,,
2024-06-06,Senegal,D R Congo,0,,,,48.0,8.0,2.0,5.0,1.0,,,,6.0,,,,,8.0,,,,,4.0,,,
2024-06-09,Senegal,Mauritania,0,,,,70.0,5.0,5.0,0.0,0.0,,,,2.0,,,,,15.0,,,,,5.0,,,
2024-09-06,Senegal,Burkina Faso,0,,,,47.0,11.0,4.0,5.0,2.0,,,,5.0,391.0,,,,14.0,,,,9.0,1.0,,,80.81841432225065
2024-09-09,Senegal,Burundi,0,,,,68.0,24.0,8.0,4.0,12.0,,,,11.0,473.0,,,,12.0,,,,16.0,1.0,,,82.66384778012686
2024-10-11,Senegal,Malawi,0,,,,28.0,2.0,0.0,2.0,0.0,,,,0.0,270.0,,,,8.0,,,,17.0,3.0,,,65.92592592592592
2024-10-15,Senegal,Malawi,0,,,,74.0,30.0,8.0,17.0,5.0,,,,13.0,664.0,,,,7.0,,,,6.0,1.0,,,84.93975903614458
2024-11-14,Senegal,Burkina Faso,0,,,,66.0,23.0,6.0,7.0,10.0,,,,8.0,463.0,,,,17.0,,,,3.0,5.0,,,84.23326133909286
2024-11-19,Senegal,Burundi,0,,,,36.0,2.0,1.0,1.0,0.0,,,,1.0,316.0,,,,14.0,,,,7.0,9.0,,,73.41772151898735
2025-03-22,Senegal,Sudan,1,,,,34.0,7.0,3.0,4.0,,,,,3.0,,,,,12.0,,,,,4.0,,,
